,V1,V2,V3,V4,url,V5
818,946,Rebecca Minkoff Puffy Weekender,Rebecca Minkoff Puffy Weekender-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000946.jpg, Rebecca Minkoff
819,727,Splendid Boys' Tie-Dye Stripe Tee & Camo Shorts Set - Little Kid,Splendid Boys' Tie-Dye Stripe Tee & Camo Shorts Set - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000727.jpg, Splendid
820,2782,Coyuchi Unisex Mediterranean Organic Cotton Robe,Coyuchi Unisex Mediterranean Organic Cotton Robe-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002782.jpg, Coyuchi
821,2344,"Bric's Designer Travel Bags, Bellagio Business V2.0 21 Black-Tobacco Carry-On Spinner","Bellagio Business V2.0 21 Inch Carry-On Spinner crafted in lightweight, high-tech Makrolon Polycarbonate with Tuscan leather inserts and stud detail, has an updated design creating maximum performance and style for your travels. Made for the business traveler's needs without giving up on style. Featuring rubber coated water resistant zip closure, large exterior zip pocket pocket with an organizer, containing laptop and IPad pockets with an additional flat pocket for paper notebooks. Pull-along handle with three stop positions with press-stud button. Lined interior divided into two compartments; One closes with a zip and comes with a mesh pocket, the second has a large compartment with a zip and garment bag hook that can hold up to three hangers. Four double Hinomoto swivelling wheels allow for easy 360&deg; rotation in all directions while ensuring the utmost quiet and integrated TSA lock for American airport security.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002344.jpg, A|X Armani Exchange
822,1440,Celine Lefebure Belt Bag - 100% Exclusive,Celine Lefebure Belt Bag - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001440.jpg, Celine
823,1164,Polo Ralph Lauren Boys' Transforming Solid to Printed Sanibel Swim Trunks - Little Kid,He'll love to see these Polo Ralph Lauren swim trunks transform from a solid color to a print of tropical creatures when they get wet.,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001164.jpg, A|X Armani Exchange
824,2427,Gorjana Taner Bar Stud Earrings,Gorjana Taner Bar Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002427.jpg, Gorjana
825,458,Longchamp Amazone Medium Leather Crossbody,Longchamp Amazone Medium Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000458.jpg, Longchamp
826,876,Naked Micromodal Modern Briefs,Naked Micromodal Modern Briefs-Women,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000876.jpg, Naked
827,1400,Kc Designs Diamond Starfish Earrings in 14K Yellow Gold,Kc Designs Diamond Starfish Earrings in 14K Yellow Gold-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001400.jpg, Diamond
828,2576,Uchino Zero Twist Hand Towel,Uchino Zero Twist Hand Towel-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002576.jpg, hOme
829,776,Butter Girls' Mineral Wash Embellished Carnival Fleece Hoodie - Little Kid,Butter Girls' Mineral Wash Embellished Carnival Fleece Hoodie - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000776.jpg, Carnival
830,1283,Elena Ghisellini Angel Small Leather Ghost Bag,Elena Ghisellini Angel Small Leather Ghost Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001283.jpg, Angel
831,549,Burberry Hampshire Leather Crossbody,Burberry Hampshire Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000549.jpg, Burberry
832,295,Lagos Sterling Silver Hoop Earrings with 18K Gold Caviar Beading,Lagos Sterling Silver Hoop Earrings with 18K Gold Caviar Beading-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000295.jpg, Lagos
833,2251,"David Yurman Cable Collectibles Initial Pendant with Diamonds in Gold on Chain, 16-18","David Yurman Cable Collectibles Initial Pendant with Diamonds in Gold on Chain, 16-18-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002251.jpg, David Yurman
834,513,Michael Michael Kors Sloan Medium Double Flap Leather Satchel,Michael Michael Kors Sloan Medium Double Flap Leather Satchel-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000513.jpg, Michael Kors
835,2927,Meira T 14K Yellow Gold Sapphire and Diamond Earrings,Brilliant faceted sapphires are embellished with pave diamonds on this pair of 14K yellow gold earrings by Meira T.,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002927.jpg, Brilliant
836,2012,Alex and Ani Swarovski Crystal Birthstone Expandable Wire Bangle,Alex and Ani Swarovski Crystal Birthstone Expandable Wire Bangle-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002012.jpg, Alex and Ani
837,2478,"Diamond Pave Cage Earrings in 14K Yellow and White Gold, .50 ct. t.w.","Diamond Pave Cage Earrings in 14K Yellow and White Gold, .50 ct. t.w-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002478.jpg, Diamond
838,1217,"Diamond Hoop Earrings with Tahitian Pearls, 9mm","Diamond Hoop Earrings with Tahitian Pearls, 9mm-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001217.jpg, Diamond
839,554,Vintage Havana Girls' Chambray Swing Top - Big Kid,Vintage Havana Girls' Chambray Swing Top - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000554.jpg, Vintage
840,941,"kate spade new york Park Row Watch, 24mm","kate spade new york Park Row Watch, 24mm-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000941.jpg, kate spade new york
841,871,"Vineyard Vines Boys' Marlin Chappy Swim Trunks - Little Kid, Big Kid","Vineyard Vines Boys' Marlin Chappy Swim Trunks - Little Kid, Big Kid-Kids",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000871.jpg, T.U.K.
842,68,Polo Ralph Lauren Boys' Striped Performance Lisle Polo - Big Kid,"Made from moisture-wicking stretch lisle, this Polo Ralph Lauren Polo shirt can comfortably go from school to sports practice.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000068.jpg, Polo Ralph Lauren
843,2006,"Hue Air Cushion Socks, Set of 3","Hue Air Cushion Socks, Set of 3-Women",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002006.jpg, Hue
844,561,"Steve Madden Girls' Raffia-Knot Espadrille Sandals - Little Kid, Big Kid","Steve Madden Girls' Raffia-Knot Espadrille Sandals - Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000561.jpg, Steve Madden
845,1046,"Manduka yogitoes Mat Towel, Size: OSFA, Peacock","With the Manduka Extra Long yogitoes Mat Towel, you don't have to worry about minor inconveniences while you're on a journey of connecting your physical self with your spiritual side. This eco-friendly towel is made using Skidless technology, which utilizes silicone nubs to grip your mat and keep you in place. The lightweight towel features an eye-catchy design that invokes the awe and mystery of yoga. Skidless technology AZO, lead, and heavy-metal free Sustainable, soft, hygienic, and absorbent Made using recycled bottles, using 66% less energy Machine wash in cold water, tumble dry on low. Size: OSFA. Color: Peacock. Gender: Unisex. Age Group: Adult.",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001046.jpg, A|X Armani Exchange
846,790,Kooba Jonnie Mini Leather Crossbody,Kooba Jonnie Mini Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000790.jpg, Kooba
847,1985,Tumi Alpha 2 Carry-On 4-Wheel Garment Bag,Tumi Alpha 2 Carry-On 4-Wheel Garment Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001985.jpg, Tumi
848,445,Polo Ralph Lauren Girls' Ruffled Stretch Ponte Dress - Little Kid,Polo Ralph Lauren Girls' Ruffled Stretch Ponte Dress - Little Kid-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000445.jpg, Polo Ralph Lauren
849,2136,TravelPro Crew 11 22 Expandable Upright Suiter,TravelPro Crew 11 22 Expandable Upright Suiter-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002136.jpg, hOme
850,2191,Briggs & Riley Kinzie Street Micro Messenger,Briggs & Riley Kinzie Street Micro Messenger-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002191.jpg, Briggs & Riley
851,1659,John Hardy Dot 18K Gold and Sterling Silver Buddha Belly Earrings,John Hardy Dot 18K Gold and Sterling Silver Buddha Belly Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001659.jpg, John Hardy
852,1367,Ted Baker Tranquility Large Icon Tote,Ted Baker Tranquility Large Icon Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001367.jpg, Ted Baker
853,1073,ban. do Field Day Getaway Toiletries Bag,ban. do Field Day Getaway Toiletries Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001073.jpg, hOme
854,523,Puma Men's Clyde from the Archive Color-Block Suede Lace-Up Sneakers,Puma Men's Clyde from the Archive Color-Block Suede Lace-Up Sneakers-Men,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000523.jpg, PUMA
855,1533,"Women's Beacon Shoes Rainy, Size: 6.5 W, Black Polka Dot",Your go to casual for style and sensational comfort with a flexible outsole. Size: 6.5 W. Color: Black Polka Dot. Gender: Female. Age Group: Adult.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001533.jpg, A|X Armani Exchange
856,1894,Ippolita 18K Yellow Gold Rock Candy 3-Stone Drop Earrings in Raindrop,Ippolita 18K Yellow Gold Rock Candy 3-Stone Drop Earrings in Raindrop-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001894.jpg, Ippolita
857,1277,Burberry Square Leather Satchel,Burberry Square Leather Satchel-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001277.jpg, Burberry
858,1817,Polo Ralph Lauren Girls' Lace-Trimmed Leggings - Big Kid,Polo Ralph Lauren Girls' Lace-Trimmed Leggings - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001817.jpg, Polo Ralph Lauren
860,991,kate spade new york Girls' Ice Cream Print Dress & Bloomers Set - Baby,kate spade new york Girls' Ice Cream Print Dress & Bloomers Set - Baby-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000991.jpg, kate spade new york
861,2830,Kassatex Tulum Beach Towel,Kassatex Tulum Beach Towel-Home,"['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000002830.jpg, hOme
862,1279,Tartine et Chocolat Girls' Textured-Dot Dress - Baby,Tartine et Chocolat Girls' Textured-Dot Dress - Baby-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001279.jpg, Tartine Et Chocolat
863,204,Under Armour Girls' Rival Bomber Jacket - Big Kid,Under Armour Girls' Rival Bomber Jacket - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000204.jpg, Under Armour
864,107,Polo Ralph Lauren Girls' V-Neck Tee - Big Kid,Polo Ralph Lauren Girls' V-Neck Tee - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000107.jpg, Polo Ralph Lauren
865,2565,TravelPro Maxlite 4 Tote,TravelPro Maxlite 4 Tote-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002565.jpg, hOme
866,2062,Ippolita 18K Yellow Gold Cherish Single Large Link Midi Ring,Ippolita 18K Yellow Gold Cherish Single Large Link Midi Ring-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002062.jpg, Ippolita
867,2368,Hartmann Metropolitan Extended Journey Expandable Spinner,Hartmann Metropolitan Extended Journey Expandable Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002368.jpg, Hartmann
868,340,kate spade new york Jackson Street Gabriele Leather Crossbody,kate spade new york Jackson Street Gabriele Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000340.jpg, kate spade new york
869,1004,TravelPro Maxlite 4 29 Expandable Hardside Spinner,TravelPro Maxlite 4 29 Expandable Hardside Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001004.jpg, hOme
870,66,Lipault - Paris Pliable 20 Upright Suitcase,"A revolution in luggage, Lipault features natural styling combined with elegant manufacturing. Top-quality nylon, ultra light weight and collapsible 2-wheel trolleys make for easy travel and storage.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000066.jpg, A|X Armani Exchange
871,2898,Amethyst and Blue Topaz Drop Earrings in 14K Yellow Gold - 100% Exclusive,Amethyst and Blue Topaz Drop Earrings in 14K Yellow Gold - 100% Exclusive-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002898.jpg, GOLD
872,2604,Hugo Piranha Shark Swim Trunks,Hugo Piranha Shark Swim Trunks-Men,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002604.jpg, T.U.K.
873,1196,Zac Zac Posen Belay Small Leather Hobo,Zac Zac Posen Belay Small Leather Hobo-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001196.jpg, Hobo
874,1871,Bloomingdale's 14K White Gold Large Pyramid Earrings - 100% Exclusive,Bloomingdale's 14K White Gold Large Pyramid Earrings - 100% Exclusive-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001871.jpg, Bloomingdale's
875,1862,Aqua Metallic Foldover Clutch - 100% Exclusive,Aqua Metallic Foldover Clutch - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001862.jpg, Aqua
876,741,Marc Jacobs Graffiti Webbing Strap,Marc Jacobs Graffiti Webbing Strap-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000741.jpg, MARC JACOBS
877,1254,Splendid Girls' Floral Print Lace-Up Swimsuit - Big Kid,Splendid Girls' Floral Print Lace-Up Swimsuit - Big Kid-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001254.jpg, Splendid
878,671,Tory Burch Robinson Small Saffiano Leather Makeup Pouch,Tory Burch Robinson Small Saffiano Leather Makeup Pouch-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000671.jpg, Tory Burch
879,505,Vineyard Vines Girls' Whale-Tail-Print Shift Dress - Big Kid,Vineyard Vines Girls' Whale-Tail-Print Shift Dress - Big Kid-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000505.jpg, Vineyard Vines
880,2698,Armenta Blackened Sterling Silver Old World Diamond Stacking Ring,Armenta Blackened Sterling Silver Old World Diamond Stacking Ring-Jewelry & Accessories,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002698.jpg, Armenta
881,446,Pinch Provisions Minimergency Kit,Pinch Provisions Minimergency Kit-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000446.jpg, Pinch Provisions
882,2727,Victorinox Swiss Army Etherius Large Spinner,Victorinox Swiss Army Etherius Large Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002727.jpg, hOme
883,2866,Blanknyc Slim Fit Jeans in Company Alarm,Blanknyc Slim Fit Jeans in Company Alarm-Men,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002866.jpg, BLANKNYC
884,1229,Longchamp Le Pliage Medium Nylon Tote,"A perfectly pared-down take on an iconic design, this lightweight Longchamp tote is just right for your everyday commute.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001229.jpg, Longchamp
885,1066,Chaser Girls' Glitter Dream Tank - Big Kid,Chaser Girls' Glitter Dream Tank - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001066.jpg, Chaser
886,2777,Bric's Varese Medium Director Backpack,Bric's Varese Medium Director Backpack-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002777.jpg, Bric's
887,673,Marc Jacobs Pink Small Snapshot Bag,"Saffiano leather shoulder bag colorblocked in tones of rose pink, beige, and red. Detachable and adjustable tonal grosgrain striped shoulder strap featuring lanyard clasp fastening. Logo hardware at face. Logo embossed at top face. Patch pocket at back face. Twin zippered compartments. Leather logo patch and pocket at interior. Tonal textile lining. Gold-tone hardware. Tonal stitching. Approx. 7 length x 4 height x 2.5 width.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000673.jpg, MARC JACOBS
888,1729,Longchamp Le Pliage Miaou Medium Tote,Longchamp Le Pliage Miaou Medium Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001729.jpg, Longchamp
889,281,Annabel Ingall Allisyn Leather Crossbody - 100% Exclusive,Annabel Ingall Allisyn Leather Crossbody - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000281.jpg, Annabel Ingall
890,421,Furla Metropolis Mini Floral Print Leather Crossbody,Furla Metropolis Mini Floral Print Leather Crossbody-Handbags,"['Business', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000000421.jpg, Furla
891,2923,"Diamond Double Row Hoop Earrings in 14K Rose Gold, .30 ct. t.w. - 100% Exclusive",Two rows of diamonds shimmer on each of these 14K rose gold hoop earrings from our exclusive collection.,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002923.jpg, Diamond
893,715,kate spade new york California Dreaming Out Of Office Beach Tote,kate spade new york California Dreaming Out Of Office Beach Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000715.jpg, kate spade new york
895,2347,"Samsonite Silhouette XV 21"" Hardside Spinner, Size: OSFA, Twilight Blue","The Samsonite Silhouette XV 21"" Hardside Spinner takes ease of use for today's road warrior to a whole new level. Comfort, capacity, mobility, and adjustability are all carefully considered features in this collection, making it the ideal choice for you to carry your world. Deluxe cushioning and soft rubber seals on wider pull handle combine to provide an exceptionally comfortable grip The RightHeight Pull Handle system features multiple height adjustments that makes it easy to custom-fit the bag to most body types Set the handle at the position that's best for your to reduce the weight-bearing stress on your arm and back! Tru-Trac wheel system features a V-shaped, camber instructed design for a straight roll every time Integrated ID tag is hidden within the pull handle bezel to protect your personal information while traveling Side-mounted TSA locks deter theft, ensuring that only you or a TSA agent have easy access to your belongings when traveling Polypropylene corner rails work to",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002347.jpg, A|X Armani Exchange
896,2097,Burberry Boys' Mini Galvin Check Swim Trunks - Baby,Burberry Boys' Mini Galvin Check Swim Trunks - Baby-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002097.jpg, Burberry
897,1333,Longchamp Le Pliage Club Backpack,Longchamp Le Pliage Club Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001333.jpg, Longchamp
898,1545,Majorica Simulated Pearl Sunburst Stud Earrings,Majorica Simulated Pearl Sunburst Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001545.jpg, Majorica
899,2641,Polo Ralph Lauren Vaccetta Leather Belt,An iconic belt is crafted in supple vachetta leather and a brushed silver-tone plaque buckle with Ralph Lauren's embossed pony.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002641.jpg, A|X Armani Exchange
900,2220,The Men's Store at Bloomingdale's Reversible Belt - 100% Exclusive,"One belt, two looks: this leather belt reverses from textured black to smooth brown to easily coordinate with your clothes.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002220.jpg, Black
901,1799,Nadri Pave Huggie Hoop Earrings,Nadri Pave Huggie Hoop Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001799.jpg, Nadri
902,2217,"Michael Kors Portia Watch, 36.5mm","Michael Kors Portia Watch, 36.5mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002217.jpg, Michael Kors
903,811,Ippolita Sterling Silver Senso Cascading Disc Earrings,Ippolita Sterling Silver Senso Cascading Disc Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000811.jpg, Ippolita
904,1346,Ted Baker Quilted Leather Matinee Bow Crossbody,Ted Baker Quilted Leather Matinee Bow Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001346.jpg, Ted Baker
905,2031,"Mini Melissa Girls' Slingback Pool Slide Sandals - Walker, Toddler","Mini Melissa Girls' Slingback Pool Slide Sandals - Walker, Toddler-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002031.jpg, Melissa
906,1846,Rebecca Minkoff Leo Saffiano Leather Clutch,"Rebecca Minkoff pushes the envelope with this slim, chic clutch featuring zip trim for a subtle edge.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001846.jpg, Rebecca Minkoff
907,1036,Dkny Crossway Washcloth,Dkny Crossway Washcloth-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001036.jpg, DKNY
908,1740,Furla Babylon Small Leather Card Case,Furla Babylon Small Leather Card Case-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001740.jpg, Furla
909,2264,TravelPro Crew 11 Bi-fold Garment Bag,TravelPro Crew 11 Bi-fold Garment Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002264.jpg, hOme
910,166,7 For All Mankind Boys' Paint-Splattered Denim Shirt - Little Kid,7 For All Mankind Boys' Paint-Splattered Denim Shirt - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000166.jpg, 7 For All Mankind
911,1023,Mz Wallace Medium Soho Tote,Mz Wallace Medium Soho Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001023.jpg, MZ Wallace
912,251,Terez Girls' Distressed Tee - Big Kid,Terez Girls' Distressed Tee - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000251.jpg, Terez
913,2219,"Calvin Klein Cotton Classics Boxer Briefs, Pack of 3",This classic cotton boxer briefs come in a pack of three sporting colorful signature Calvin Klein waistbands.,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002219.jpg, A.P.C.
914,962,Michael Kors Whitney Large Leather Satchel,Michael Kors Whitney Large Leather Satchel-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000962.jpg, Michael Kors
915,207,Sunset & Spring Framed Satchel - 100% Exclusive,"The vintage-inspired, structured silhouette of our exclusive Sunset + Spring satchel feels of the moment when paired with a high-gloss finish and scaled-down proportions.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000207.jpg, A|X Armani Exchange
916,403,Polo Ralph Lauren Girls' Striped Bow Dress & Bloomers Set - Little Kid,Polo Ralph Lauren Girls' Striped Bow Dress & Bloomers Set - Little Kid-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000403.jpg, Polo Ralph Lauren
917,1572,Burberry Medium Belt Leather Tote,Burberry Medium Belt Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001572.jpg, Burberry
918,2770,Caro Home Lady Bug Kids Hooded Towel,"Crafted in soft, plush woven cotton, this charming hooded bath towel by Caro Home features a whimsical print sure to delight any kid!",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002770.jpg, A|X Armani Exchange
919,150,Caro Home Santiago Washcloth,"Embossed with an elegant damask motif, these soft cotton towels by Caro Home feature colored trim and hand-tied fringe.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000150.jpg, Caro Home
920,1501,"Bloomingdale's Diamond Inside Out Oval Hoop Earrings in 14K Rose Gold, 2.0 ct. t.w - 100% Exclusive","Bloomingdale's Diamond Inside Out Oval Hoop Earrings in 14K Rose Gold, 2.0 ct. t.w - 100% Exclusive-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001501.jpg, Bloomingdale's
921,1512,Longchamp Amazone Folk Small Nubuck Leather Crossbody,Longchamp Amazone Folk Small Nubuck Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001512.jpg, Longchamp
922,1419,Lagos Signature Sterling Silver X Station Caviar Bracelet,"Five polished sterling silver X stations are set on a strand of beaded sterling silver. Make your signature look timeless with this classic Signature Caviar bracelet, designed by Lagos.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001419.jpg, Lagos
923,2897,"bag-all Women's Travel Bags, 4 Pack","Sort and stash clothes, underwear, shoes and more in these whimsical, illustrated bags from bag-all. Each luggage-friendly bag cinches closed with a black grosgrain ribbon.","['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000002897.jpg, A|X Armani Exchange
924,834,Annabel Ingall Brooke Leather Hobo - 100% Exclusive,Annabel Ingall Brooke Leather Hobo - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000834.jpg, Hobo
926,1905,Polo Ralph Lauren Girls' Button-Front Shorts - Big Kid,Signature Polo buttons and a faded wash give these Polo Ralph Lauren denim shorts a vintage vibe.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001905.jpg, A|X Armani Exchange
927,1783,Polo Ralph Lauren Boys' Cotton Jersey American Flag Henley Tee - Little Kid,Polo Ralph Lauren Boys' Cotton Jersey American Flag Henley Tee - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001783.jpg, Polo Ralph Lauren
928,434,Ippolita Sterling Silver Rock Candy Wonderland Large Pear Shape Drop Earrings in Ultramarine,Ippolita Sterling Silver Rock Candy Wonderland Large Pear Shape Drop Earrings in Ultramarine-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000434.jpg, Ippolita
929,1597,Bao Bao Issey Miyake Lucent Large Crossbody,Bao Bao Issey Miyake Lucent Large Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001597.jpg, Issey Miyake
931,1154,Peixoto Girls' Zoni Embroidered 2-Piece Swimsuit - Big Kid,Peixoto Girls' Zoni Embroidered 2-Piece Swimsuit - Big Kid-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001154.jpg, Peixoto
932,2105,TravelPro Platinum Magna 2 International Expandable Spinner,TravelPro Platinum Magna 2 International Expandable Spinner-Home,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002105.jpg, hOme
933,2517,Briggs & Riley Transcend Rolling Cabin Bag,Briggs & Riley Transcend Rolling Cabin Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002517.jpg, Briggs & Riley
934,2287,True Religion Jeans - Ricky Relaxed Fit in Black Midnight,"A versatile relaxed fit jean always comes through in the clutch, especially one as cool as this washed-black pair from True Religion, furnished with back flap pockets that flaunt the brand's signature stitching.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002287.jpg, A|X Armani Exchange
935,2758,Coyuchi Solstice Organic Cotton Jersey Robe,Coyuchi Solstice Organic Cotton Jersey Robe-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002758.jpg, Coyuchi
936,1432,Ralph Lauren Girls' Cupcake Dress & Bloomers Set - Baby,"This precious cotton dress features an adorable cupcake silhouette, a tiered ruffled hem and Ralph Lauren's signature embroidered pony.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001432.jpg, A|X Armani Exchange
937,2377,Ippolita Sterling Silver Stella Earrings in Hematite Doublet with Diamonds,Ippolita Sterling Silver Stella Earrings in Hematite Doublet with Diamonds-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002377.jpg, Ippolita
