,V1,V2,V3,V4,url
1090,500,"Michele Double Wrap Leather Watch Strap, 16mm",Subtly textured leather wraps the wrist twice to give an edgy look to your Michele timepiece.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000500.jpg
1091,1080,David Yurman Chatelaine Earrings with Amethyst,David Yurman Chatelaine Earrings with Amethyst-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001080.jpg
1092,1491,Vineyard Vines Girls' Seersucker Tie-Front Tankini - Big Kid,Vineyard Vines Girls' Seersucker Tie-Front Tankini - Big Kid-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001491.jpg
1093,697,"Native Girls' Juniper Bling Waterproof Mary Jane Slip-On Sneakers - Walker, Toddler, Little Kid","Native Girls' Juniper Bling Waterproof Mary Jane Slip-On Sneakers - Walker, Toddler, Little Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000697.jpg
1094,109,Rebecca Minkoff Nylon Flap Crossbody,Rebecca Minkoff Nylon Flap Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000109.jpg
1095,2689,David Yurman Starburst Small Earrings with Diamonds,David Yurman Starburst Small Earrings with Diamonds-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002689.jpg
1096,1170,Polo Ralph Lauren Girls' Beach Bound Graphic Tee - Big Kid,Polo Ralph Lauren Girls' Beach Bound Graphic Tee - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001170.jpg
1097,1172,Salvatore Ferragamo Sculpted Double Gancini Leather Belt,Salvatore Ferragamo Sculpted Double Gancini Leather Belt-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001172.jpg
1098,2528,TravelPro Maxlite 4 25 Expandable Spinner,TravelPro Maxlite 4 25 Expandable Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002528.jpg
1099,1600,kate spade new york Girls' Where Next Road Trip Tee & Printed Skirt Set - Little Kid,kate spade new york Girls' Where Next Road Trip Tee & Printed Skirt Set - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001600.jpg
1100,2225,Vineyard Vines Bull and Bear Wide Tie,"Whether you're feeling bearish on the stock market or bullish on a real estate deal, this lighthearted tie from Vineyard Vines has you covered with its novel pattern of frolicking bulls and cheerful bears.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002225.jpg
1101,2014,Victorinox Werks 5.0 22 Expandable 8 Wheel U.s. Carry-On,Victorinox Werks 5.0 22 Expandable 8 Wheel U.s. Carry-On-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002014.jpg
1102,823,Issey Miyake Lucent Two-Tone Tote,Issey Miyake Lucent Two-Tone Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000823.jpg
1103,2527,"Fossil Q Nate Hybrid Stainless Steel Smartwatch, 50mm","Fossil Q Nate Hybrid Stainless Steel Smartwatch, 50mm-Jewelry & Accessories",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002527.jpg
1104,1362,Longchamp Hobo - 3D,"With its roomy bucket shape, this 3D hobo from Longchamp will be your grab-and-go bag all season long.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001362.jpg
1105,2267,Theory Marlo P Tux Dress Pants - Regular Fit,"Set the foundation for your formal attire with this premier pair of trousers from Theory, featuring a fine twill construction and a classic satin stripe on the side.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002267.jpg
1106,1598,Lagos Derby Large Buckle Sterling Silver Caviar Bracelet,"Just right for stacking, contemporary and classic style come together in this sterling silver large buckle bracelet. Make your signature look timeless with this Signature Caviar bracelet, designed by Lagos.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001598.jpg
1107,2311,Roberto Coin 18K Yellow Gold Heart Earrings,Roberto Coin 18K Yellow Gold Heart Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002311.jpg
1108,856,"Johnnie-o Boys' Currin Prep-formance Woven Shirt - Little Kid, Big Kid","Johnnie-o Boys' Currin Prep-formance Woven Shirt - Little Kid, Big Kid-Kids",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000856.jpg
1109,394,Max Mara Linen Stripe Tote,Max Mara Linen Stripe Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000394.jpg
1110,2524,TravelPro Maxlite 4 26 Expandable Upright,TravelPro Maxlite 4 26 Expandable Upright-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002524.jpg
1111,1385,Serpui Destiny Circle Basket Crossbody,Serpui Destiny Circle Basket Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001385.jpg
1112,779,Burberry Thomas Check Bear Bag Charm,"Crafted of cuddly cashmere in iconic house check print, Burberry's sweet teddy bear bag charm makes for a luxe little trinket.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000779.jpg
1113,497,Nannacay Roge Amaranth Small Striped Woven Tote,Nannacay Roge Amaranth Small Striped Woven Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000497.jpg
1114,1034,Matouk Milagro Tubmat,"Rendered from the finest cotton, this Matouk tub mat is comprised of zero-twist yarns to wrap you in miracle of softness and absorbency.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001034.jpg
1115,1302,Mcm Flat M Belt,Mcm Flat M Belt-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001302.jpg
1116,2671,"Armenta 18K Yellow Gold and Blackened Sterling Silver Old World Blue Quartz Triplet, White Sapphire","Armenta 18K Yellow Gold and Blackened Sterling Silver Old World Blue Quartz Triplet, White Sapphire and Diamond Drop Earrings - 100% Exclusive-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002671.jpg
1117,1455,Longchamp Le Pliage Heritage Medlum Wallet on a Chain Crossbody,Longchamp Le Pliage Heritage Medlum Wallet on a Chain Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001455.jpg
1118,750,Wacoal b.smooth High-Cut Briefs,"Sleek, basic high-cut briefs with gathered detail at back.",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000750.jpg
1119,2663,Matouk Letra Monogram Guest Towel - 100% Exclusive,Add a personal touch to your master suite or guest bath with this monogrammed towel.,"['Business', 'Formal']",https://s3.amazonaws.com/kalo-production/products/0004000002663.jpg
1120,1982,Gorjana Harbour Oval Hoop Earrings,Gorjana Harbour Oval Hoop Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001982.jpg
1121,2909,Bric's Tropea 30 Spinner,Bric's Tropea 30 Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002909.jpg
1122,2753,Hugo Aeron/Hamen Slim Fit Suit,"This easy-to-wear, versatile wool suit from Hugo is a study in sleek, masculine elegance.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002753.jpg
1123,73,Lipault Paris Plume Cosmetic Pouch,"Ultra-lightweight and elegant, the Lipault Paris Plume cosmetic pouch is crafted in durable nylon twill.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000073.jpg
1124,601,Foley and Corinna Fc Lady Tote,Foley and Corinna Fc Lady Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000601.jpg
1125,358,Michael Michael Kors Double Zip Leather Crossbody,Michael Michael Kors Double Zip Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000358.jpg
1126,337,Dannijo Sullivan Earrings,Dannijo Sullivan Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000337.jpg
1127,1965,Marco Bicego 18K Yellow Gold Jaipur Mother-Of-Pearl Stud Earrings,Marco Bicego 18K Yellow Gold Jaipur Mother-Of-Pearl Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001965.jpg
1128,1037,John Hardy Naga Gold and Silver Chandelier Earrings,"From the Naga collection, chandelier earrings of sterling silver and 18-karat gold. Designed by John Hardy.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001037.jpg
1129,795,Alice.d Milano Extra Large Leather Tote,Alice.d Milano Extra Large Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000795.jpg
1130,942,Nike Boys' Performance Jogger Pants - Little Kid,Nike Boys' Performance Jogger Pants - Little Kid-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000942.jpg
1131,1803,Rebecca Minkoff Pippa Large Metallic Nylon Backpack,Rebecca Minkoff Pippa Large Metallic Nylon Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001803.jpg
1132,960,Michael Michael Kors Whitney Large Leather Shoulder Bag,Michael Michael Kors Whitney Large Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000960.jpg
1133,1358,"Movado Edge Watch, 28mm","Movado Edge Watch, 28mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001358.jpg
1134,961,Michael Kors Extra Small Leather Crossbody,Michael Kors Extra Small Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000961.jpg
1135,955,Michael Michael Kors Scalloped Leather Card Case,Michael Michael Kors Scalloped Leather Card Case-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000955.jpg
1136,704,Ted Baker Barkley Leather Dog Crossbody,Ted Baker Barkley Leather Dog Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000704.jpg
1137,1609,Rebecca Minkoff Triangle Threader Earrings,Rebecca Minkoff Triangle Threader Earrings-Jewelry & Accessories,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001609.jpg
1138,1666,John Hardy Men's Naga Sterling Silver Dragon Woven Black Leather Bracelet,John Hardy Men's Naga Sterling Silver Dragon Woven Black Leather Bracelet-Jewelry & Accessories,"['Business', 'Formal']",https://s3.amazonaws.com/kalo-production/products/0004000001666.jpg
1139,849,Coyuchi Mediterranean Organic Cotton Bath Sheet,Coyuchi Mediterranean Organic Cotton Bath Sheet-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000849.jpg
1140,744,"Frederique Constant Horological Smartwatch, 42mm","Frederique Constant Horological Smartwatch, 42mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000744.jpg
1141,1363,Longchamp Le Pliage Miaou Large Nylon Shoulder Tote,Longchamp Le Pliage Miaou Large Nylon Shoulder Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001363.jpg
1142,907,Furla Eden Medium Leather Tote,Furla Eden Medium Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000907.jpg
1143,1789,Polo Ralph Lauren Girls' Parisian Polo Bear Graphic Tee - Big Kid,Polo Ralph Lauren Girls' Parisian Polo Bear Graphic Tee - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001789.jpg
1144,352,Ralph Lauren Girls' Seashell Polo Romper - Baby,Ralph Lauren Girls' Seashell Polo Romper - Baby-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000352.jpg
1145,1181,Max Mara Micron Croc Embossed Leather Convertible Belt Bag,Max Mara Micron Croc Embossed Leather Convertible Belt Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001181.jpg
1146,273,Samsonite Ascella Wheeled Ultravalet Garment Bag,Samsonite Ascella Wheeled Ultravalet Garment Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000273.jpg
1147,1203,Salvatore Ferragamo Thalia Small Leather Crossbody,Salvatore Ferragamo Thalia Small Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001203.jpg
1148,661,Polo Ralph Lauren Girls' Gingham-Print Rash Guard - Big Kid,"Offering the highest possible Uv protection, this Polo Ralph Lauren gingham-print rash guard is a smart essential for beach days.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000661.jpg
1149,440,Michael Michael Kors Sloan Editor Large Leather Shoulder Bag,Michael Michael Kors Sloan Editor Large Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000440.jpg
1150,1889,Skinnydip London Checkered Backpack - 100% Exclusive,Skinnydip London Checkered Backpack - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001889.jpg
1151,900,Mz Wallace Medium Metro Tote,Mz Wallace Medium Metro Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000900.jpg
1152,2751,Bric's X-Bag 22 Folding Duffel,Bric's X-Bag 22 Folding Duffel-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002751.jpg
1153,1245,Skinnydip London Blizzard Portable Charger,Skinnydip London Blizzard Portable Charger-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001245.jpg
1154,524,Furla Elisir Leather Crossbody,Furla Elisir Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000524.jpg
1155,368,Polo Ralph Lauren Girls' Ruffle-Sleeve Tee - Little Kid,Polo Ralph Lauren Girls' Ruffle-Sleeve Tee - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000368.jpg
1156,867,Loeffler Randall Adrienne Net Shoulder Bag,Loeffler Randall Adrienne Net Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000867.jpg
1157,626,Mandarina Duck Popsicle One-Piece Full Cabin Kit - 100% Exclusive,Mandarina Duck Popsicle One-Piece Full Cabin Kit - 100% Exclusive-Home,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000626.jpg
1158,851,Nannacay Vix Baby Penachos Straw Tote,Nannacay Vix Baby Penachos Straw Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000851.jpg
1159,1457,Parisa Wang Addicted Small Leather Crossbody,Parisa Wang Addicted Small Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001457.jpg
1160,1044,"Michael Kors Bradshaw Watch, 43mm","Michael Kors Bradshaw Watch, 43mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001044.jpg
1161,432,Tumi Latitude Short Trip Packing Case,Tumi Latitude Short Trip Packing Case-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000432.jpg
1162,336,"Bric's Designer Small Leather Goods, Life - Olive Green Micro Suede Beauty Case Bag","Life - Olive Green Micro Suede Beauty Case Bag is a durable and incredibly chic beauty case in waterproof suede-effect PVC with leather handles, detachable shoulder strap and luggage tag and padlock with keys. Dust bag included. Italian design.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000336.jpg
1163,660,John Hardy Sterling Silver Classic Chain Silver Small Sweep Earrings,John Hardy Sterling Silver Classic Chain Silver Small Sweep Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000660.jpg
1164,1481,Longchamp Le Pliage Neo Large Nylon Tote,"Longchamp offers a new interpretation of its iconic Le Pliage tote, with the same spacious design perfect for your daily commute. Introducing the Neo, featuring monochromatic textured leather trim for a modern finish.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001481.jpg
1165,1477,"Lagos Heart of Philadelphia Necklace, 34",Sterling silver heart charm decorated with iconic Philadephia architechtural elements on ball chain. Designed by Lagos.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001477.jpg
1166,2149,Polo Ralph Lauren Boys' Solid Mesh Polo Shirt - Little Kid,Polo Ralph Lauren Boys' Solid Mesh Polo Shirt - Little Kid-Kids-Toddler Boy (2T-4T)~Ralph Lauren~Featured Designers,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002149.jpg
1167,2389,Delsey Cruise Soft Spinner Garment Bag,Delsey Cruise Soft Spinner Garment Bag-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002389.jpg
1168,1456,Longchamp Le Pliage Club Medium Canvas Cosmetics Case,Longchamp Le Pliage Club Medium Canvas Cosmetics Case-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001456.jpg
1169,2616,Boss Solid Contrast Cuffs Slim Fit Dress Shirt,Boss Solid Contrast Cuffs Slim Fit Dress Shirt-Men,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002616.jpg
1170,1970,"Mini Melissa Girls' Mini Aranha Xii Jelly T-Strap Sandals - Walker, Toddler","Mini Melissa Girls' Mini Aranha Xii Jelly T-Strap Sandals - Walker, Toddler-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001970.jpg
1171,280,Elizabeth and James Fortune Striped Cotton Tote,Elizabeth and James Fortune Striped Cotton Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000280.jpg
1172,2904,Tumi Triple Compartment Briefcase,Tumi Triple Compartment Briefcase-Home,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002904.jpg
1173,538,kate spade new york Sunset Ombre Glitter iPhone X Case,kate spade new york Sunset Ombre Glitter iPhone X Case-Handbags,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000538.jpg
1174,769,Under Armour Boys' Hustle 3.0 Backpack,Under Armour Boys' Hustle 3.0 Backpack-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000769.jpg
1175,167,Allsaints Billie Mini Leather Crossbody,Allsaints Billie Mini Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000167.jpg
1176,2123,kate spade new york Simply Sparkling Card Holder,Add a bit of sparkle to your day with this charming business card holder from kate spade new york.,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002123.jpg
1177,1473,Lagos Caviar Hoop Earrings in Sterling Silver,Sterling silver small caviar hoop earrings with omega back. Designed by Lagos.,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001473.jpg
1178,87,Dkny Mercer Bath Sheet,Dkny Mercer Bath Sheet-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000087.jpg
1179,2413,Roberto Coin 18K Yellow Gold Small Pallini Post Earrings,Roberto Coin 18K Yellow Gold Small Pallini Post Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002413.jpg
1180,922,Salvatore Ferragamo Vara Skinny Leather Belt,Salvatore Ferragamo Vara Skinny Leather Belt-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000922.jpg
1181,645,Nike Boys' Huarache Run Lace Up Sneakers - Big Kid,Nike Boys' Huarache Run Lace Up Sneakers - Big Kid-Kids,"['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000000645.jpg
1182,1150,"Marco Bicego Siviglia Collection Medium Bead Gold Necklace, 16","From the Siviglia collection, a necklace with medium-sized stationed beans, designed by Marco Bicego.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001150.jpg
1183,2286,Kc Designs 14K White Gold Diamond Circle Earrings,Kc Designs 14K White Gold Diamond Circle Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002286.jpg
1184,748,Marc Jacobs The Grind Standard Continental Leather Wallet,Marc Jacobs The Grind Standard Continental Leather Wallet-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000748.jpg
1185,2763,Kikkerland Mirror Power Bank,Kikkerland Mirror Power Bank-Home,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002763.jpg
1186,467,"Toms Girls' Lenny Crackled Leather Sneakers - Baby, Walker, Toddler","Toms Girls' Lenny Crackled Leather Sneakers - Baby, Walker, Toddler-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000467.jpg
1187,2896,Spanx Slim-Waist Boxer Briefs,Spanx Slim-Waist Boxer Briefs-Men,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002896.jpg
1188,1263,Victorinox Swiss Army Etherius Large Wheeled Upright,Victorinox Swiss Army Etherius Large Wheeled Upright-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001263.jpg
1189,1366,Splendid Girls' Frayed Cotton Shorts - Big Kid,Splendid Girls' Frayed Cotton Shorts - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001366.jpg
1190,1848,Rebecca Minkoff Edie Medium Leather Backpack,Rebecca Minkoff Edie Medium Leather Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001848.jpg
1191,2631,Thomas Pink Summers Check Dress Shirt - Bloomingdale's Regular Fit,Thomas Pink Summers Check Dress Shirt - Bloomingdale's Regular Fit-Men,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002631.jpg
1192,1792,Tory Burch Printed Nylon Medium Cosmetic Pouch,Tory Burch Printed Nylon Medium Cosmetic Pouch-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001792.jpg
1193,236,Aqua Diamond Quilt Mini Bag - 100% Exclusive,Aqua Diamond Quilt Mini Bag - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000236.jpg
1194,2121,"Armani Junior Boys' V-Neck Sweater - Little Kid, Big Kid","Armani Junior Boys' V-Neck Sweater - Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002121.jpg
1195,1039,kate spade new york Girls' Off-the-Shoulder Top & Gingham Shorts Set - Little Kid,kate spade new york Girls' Off-the-Shoulder Top & Gingham Shorts Set - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001039.jpg
1196,103,Mz Wallace Crosby Tote,Mz Wallace Crosby Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000103.jpg
1197,190,"Fjallraven Re-Kanken Mini Backpack, Size: OSFA, Emerald","The special edition Re-Kanken Mini Backpack is made entirely from polyester recycled from plastic bottles. A neat little bag that's perfect for kindergarten, packed lunches, or as an everyday bag for essentials, the Re-Kanken Mini has long shoulder straps that can be adjusted to fit both children and adults. It's dyed with eco-friendly SpinDye technology, which radically reduces the amount of water, energy and chemicals used. Straps can be fastened with a button so they are not in the way when they are in their shortest position Main compartment has a large zippered opening that makes it easy to pack and unpack Comes with a foam seat pad in the inside back pocket that keeps the contents from pressing against the back Two flat side pockets and a zippered pocket on the front Embroidered logo Address tag inside the main compartment. Size: OSFA. Color: Emerald. Gender: Unisex. Age Group: Adult.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000190.jpg
1198,2359,Delsey Chatelet Hardside 24 Upright Spinner,"Ultra-durable and lightweight, the Delsey Chatelet collection is constructed in Makrolon polycarbonate for high temperature and impact resistance. A unique brake system is activated with a single knob and locks the two front wheels, preventing the bag from drifting away while allowing travelers to roll the bag on the two back wheels.",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002359.jpg
1199,1712,Sondra Roberts Pleated Satin Clutch,Sondra Roberts Pleated Satin Clutch-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001712.jpg
1200,2457,"Samsonite Silhouette XV 21"" Hardside Spinner, Size: OSFA, Black","The Samsonite Silhouette XV 21"" Hardside Spinner takes ease of use for today's road warrior to a whole new level. Comfort, capacity, mobility, and adjustability are all carefully considered features in this collection, making it the ideal choice for you to carry your world. Deluxe cushioning and soft rubber seals on wider pull handle combine to provide an exceptionally comfortable grip The RightHeight Pull Handle system features multiple height adjustments that makes it easy to custom-fit the bag to most body types Set the handle at the position that's best for your to reduce the weight-bearing stress on your arm and back! Tru-Trac wheel system features a V-shaped, camber instructed design for a straight roll every time Integrated ID tag is hidden within the pull handle bezel to protect your personal information while traveling Side-mounted TSA locks deter theft, ensuring that only you or a TSA agent have easy access to your belongings when traveling Polypropylene corner rails work to",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002457.jpg
1201,1077,"Aqua Girls' Ruffled Poplin Top, Big Kid - 100% Exclusive","Aqua Girls' Ruffled Poplin Top, Big Kid - 100% Exclusive-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001077.jpg
1202,916,Michael Michael Kors Half Dome Leather Crossbody,Michael Michael Kors Half Dome Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000916.jpg
1203,1754,Zac Zac Posen Eartha Iconic Soft Faux-Pearl Floral Leather Satchel,Zac Zac Posen Eartha Iconic Soft Faux-Pearl Floral Leather Satchel-Handbags,"['Business', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000001754.jpg
1204,2724,"David Yurman Petite X Cross with Gold on Chain, 16","David Yurman Petite X Cross with Gold on Chain, 16-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002724.jpg
1205,286,Longchamp Amazone Leather Crossbody,Longchamp Amazone Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000286.jpg
1206,1693,Ippolita 18K Gold Polished Rock Candy Teardrop Earrings in Mother-Of-Pearl,Ippolita 18K Gold Polished Rock Candy Teardrop Earrings in Mother-Of-Pearl-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001693.jpg
1207,2651,Arlotta Suede Slipper - 100% Exclusive,"This cozy, suede ballet slipper with plush, cashmere lining and mink pom poms by Arlotta provides the ultimate in comfort, elegance and luxury.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002651.jpg
1208,2710,"Michele Silver Metallic Braided Leather Strap, 16mm","Michele Silver Metallic Braided Leather Strap, 16mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002710.jpg
1209,1764,Polo Ralph Lauren Girls' Lace-Trimmed Leggings - Big Kid,Polo Ralph Lauren Girls' Lace-Trimmed Leggings - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001764.jpg
1210,1771,Thacker Le Pouch Suede and Leather Clutch,Thacker Le Pouch Suede and Leather Clutch-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001771.jpg
1211,2483,"The Men's Store at Bloomingdale's Boxer Briefs, Pack of 3","Crafted for a soft, breathable fit, these boxer briefs from The Men's Store are a fine addition to your wardrobe basics.",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002483.jpg
1212,2783,Coyuchi Unisex Mediterranean Organic Cotton Robe,Coyuchi Unisex Mediterranean Organic Cotton Robe-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002783.jpg
1213,761,Tory Burch Robinson Leather Chain Wallet,Tory Burch Robinson Leather Chain Wallet-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000761.jpg
1214,1911,Ippolita 18K Yellow Gold Rock Candy Cascade Teardrop Earrings with Turquoise,Ippolita 18K Yellow Gold Rock Candy Cascade Teardrop Earrings with Turquoise-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001911.jpg
1215,1639,John Hardy Men's Naga Silver Black Woven Leather Dragon Bracelet,Bold sterling silver dragons link a length of braided leather. From the John Hardy Naga Collection.,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001639.jpg
1216,2261,Ugg Classic Luxe Washcloth,"Featuring a unique chenille triple-row dobby, this plush towel collection by Ugg is crafted in absorbent Turkish cotton for a soft and luxurious feel.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002261.jpg
