colors,id,tier,noise,occasion,style
"{grey,black}",2000000214680,designer,neutral,Casual,0
{grey},2000000257774,designer,neutral,Casual,0
{beige},2000000249969,designer,neutral,Casual,0
"{grey,black}",2000000551481,designer,neutral,Casual,0
"{green,red}",2000000025012,designer,loud,Casual,0
{black},2000000701695,designer,neutral,Casual,0
{black},2000000714922,designer,neutral,Casual,0
{grey},2000000233236,designer,neutral,Formal,0
{grey},2000000519097,designer,neutral,Formal,0
"{white,black}",2000000532531,designer,neutral,Casual,0
"{beige,brown}",2000000812096,designer,neutral,Casual,0
"{beige,grey}",2000000266668,designer,neutral,Formal,0
"{beige,black}",2000000220669,designer,neutral,Casual,0
"{black,grey}",2000000967293,designer,neutral,Casual,0
"{cyan,green}",2000000697191,designer,loud,Casual,0
"{black,brown}",2000000217494,designer,neutral,Casual,0
{grey},2000000230047,designer,neutral,Casual,0
"{grey,brown,green}",2000000050146,designer,neutral,Casual,0
"{black,beige}",2000000512130,mid,neutral,Formal,0
"{black,grey}",2000000196043,designer,neutral,Casual,0
{black},2000000686194,designer,neutral,Casual,0
{beige},2000000852249,designer,neutral,Formal,0
"{grey,beige,brown,black}",2000000423162,designer,neutral,Casual,0
{black},2000000164568,designer,neutral,Casual,0
"{grey,black}",2000000948993,designer,neutral,Casual,0
{black},2000000590256,mid,neutral,Casual,0
"{beige,brown}",2000000717804,designer,neutral,Casual,0
{beige},2000000709244,designer,neutral,Casual,0
"{black,beige}",2000000177962,designer,neutral,Casual,0
{grey},2000000330413,designer,neutral,Casual,0
{grey},2000000756150,designer,neutral,Casual,0
{black},2000000218375,designer,neutral,Formal,0
"{black,grey}",2000000842356,designer,neutral,Casual,0
{grey},2000000228422,designer,neutral,Casual,0
"{brown,beige}",2000000628880,designer,neutral,Casual,0
"{grey,black}",2000000326959,designer,neutral,Casual,0
{black},2000000974873,designer,neutral,Casual,0
"{green,blue}",2000000533668,designer,neutral,Casual,0
{grey},2000000025829,mid,neutral,Casual,0
"{yellow,brown}",2000000842894,designer,neutral,Casual,0
"{beige,brown}",2000000139668,designer,neutral,Casual,0
"{brown,beige}",2000000354442,designer,neutral,Casual,0
{black},2000000682516,designer,neutral,Casual,0
{black},2000000655516,designer,neutral,Casual,0
{black},2000000693433,designer,neutral,Casual,0
{beige},2000000641843,designer,neutral,Casual,0
"{black,grey}",2000000016844,designer,neutral,Casual,0
"{black,grey}",2000000559271,designer,neutral,Casual,0
{black},2000000561369,designer,neutral,Casual,0
{brown},2000000820631,mid,neutral,Casual,0
"{black,blue}",2000000422953,designer,neutral,Casual,0
{beige},2000000612997,designer,neutral,Casual,0
"{purple,black}",2000000060236,designer,neutral,Casual,0
{beige},2000000782263,designer,neutral,Casual,0
{brown},2000000481834,designer,neutral,Casual,0
"{blue,black}",2000000205167,designer,neutral,Formal,0
"{Black,Blue,White}",2000000083286,designer,neutral,Formal,0
{black},2000000648199,designer,neutral,Formal,0
"{grey,beige,black,brown,green,white}",2000000047185,designer,neutral,Casual,0
{brown},2000000331106,mid,neutral,Business,0
{grey},2000000158828,designer,neutral,Formal,0
"{brown,beige}",2000000386577,designer,neutral,Casual,0
"{pink,red}",2000000842989,designer,loud,Casual,0
{brown},2000000609436,mid,neutral,Casual,0
{green},2000000054613,designer,neutral,Casual,0
{beige},2000000623296,designer,neutral,Casual,0
{black},2000000084746,mid,neutral,Formal,0
"{black,grey}",2000000032495,designer,neutral,Formal,0
"{green,beige}",2000000595646,designer,neutral,Athletic,0
{black},2000000558110,designer,neutral,Casual,0
"{black,grey}",2000000616366,designer,neutral,Casual,0
{black},2000000591934,designer,neutral,Casual,0
"{Black,grey}",2000000331141,designer,neutral,Casual,0
"{yellow,beige}",2000000284594,designer,neutral,Casual,0
{white},2000000697967,designer,neutral,Casual,0
"{black,green}",2000000412595,designer,neutral,Casual,0
{black},2000000264879,designer,neutral,Casual,0
"{white,beige}",2000000849146,designer,neutral,Casual,0
{black},2000000564473,designer,neutral,Casual,0
"{beige,white}",2000000125738,designer,neutral,Casual,0
"{black,grey}",2000000807659,mid,neutral,Casual,0
"{black,blue}",2000000830506,designer,neutral,Casual,0
"{black,grey}",2000000185739,designer,neutral,Formal,0
"{grey,Brown}",2000000295549,designer,neutral,Formal,0
{blue},2000000762476,designer,neutral,Casual,0
"{grey,brown}",2000000498371,designer,neutral,Casual,0
{black},2000000985560,mid,neutral,Casual,0
{green},2000000646379,designer,neutral,Casual,0
"{black,grey}",2000000019323,designer,neutral,Casual,0
"{black,brown}",2000000683275,designer,neutral,Casual,0
"{beige,brown}",2000001121784,designer,neutral,Casual,0
"{brown,beige}",2000000420918,designer,neutral,Casual,0
"{black,grey}",2000000520402,designer,neutral,Formal,0
{grey},2000000765150,designer,neutral,Casual,0
"{white,grey}",2000000328677,designer,neutral,Casual,0
{blue},2000000723147,designer,neutral,Formal,0
{beige},2000000813970,designer,neutral,Casual,0
{beige},2000000588271,designer,neutral,Casual,0
"{blue,cyan}",2000000421674,designer,neutral,Casual,0
"{white,grey}",2000000547307,designer,neutral,Casual,0
{black},2000000221024,designer,neutral,Casual,0
{black},2000000264062,designer,neutral,Casual,0
{yellow},2000000545309,mid,neutral,Casual,0
"{purple,grey,blue}",2000000233615,mid,neutral,Casual,0
{black},2000000984967,designer,neutral,Casual,0
{black},2000000793366,mid,neutral,Casual,0
{yellow},2000000096718,designer,neutral,Casual,0
{grey},2000000731308,designer,neutral,Casual,0
"{beige,grey}",2000000336841,designer,neutral,Casual,0
"{black,grey}",2000000096692,designer,neutral,Casual,0
"{brown,red,black}",2000000426583,designer,neutral,Casual,0
"{cyan,blue,purple}",2000000132575,mid,loud,Casual,0
{black},2000000835847,designer,neutral,Business,0
"{black,cyan}",2000000249167,mid,neutral,Casual,0
"{black,grey}",2000000014464,mid,neutral,Casual,0
{beige},2000000595263,designer,neutral,Casual,0
"{grey,beige}",2000000419080,designer,neutral,Casual,0
"{black,grey}",2000000746886,designer,neutral,Casual,0
{White},2000000204044,designer,neutral,Casual,0
{black},2000000739091,mid,neutral,Casual,0
"{red,beige}",2000000945458,designer,neutral,Formal,0
{black},2000000658583,designer,neutral,Casual,0
{green},2000000988604,mid,neutral,Casual,0
{brown},2000000128063,designer,neutral,"Business,Casual",0
{black},2000000946372,designer,neutral,Casual,0
"{blue,beige}",2000000222879,mid,neutral,Casual,0
{brown},2000000421354,designer,neutral,Casual,0
{black},2000000273757,designer,neutral,Casual,0
"{beige,purple}",2000000086882,mid,neutral,Casual,0
{cyan},2000000346253,designer,neutral,Casual,0
{white},2000000816423,designer,neutral,Casual,0
{beige},2000000179313,designer,neutral,Casual,0
{grey},2000000741698,designer,neutral,Formal,0
"{grey,black}",2000000575779,designer,neutral,Casual,0
{grey},2000000676425,designer,neutral,Casual,0
{beige},2000000664620,designer,neutral,Casual,0
"{black,grey,white}",2000000180969,designer,neutral,Casual,0
"{beige,grey}",2000000682687,designer,neutral,Casual,0
{black},2000000800641,designer,neutral,Casual,0
{black},2000000413405,mid,neutral,Casual,0
"{cyan,grey,green}",2000000412023,designer,loud,Casual,0
"{brown,black}",2000000561624,designer,neutral,Casual,0
{green},2000000215044,designer,neutral,Casual,0
"{purple,grey}",2000000756441,designer,neutral,Casual,0
{white},2000000816428,designer,neutral,Casual,0
{grey},2000000708606,designer,neutral,Casual,0
"{black,blue}",2000000124161,designer,neutral,Casual,0
"{grey,black}",2000000098215,designer,neutral,Casual,0
{Beige},2000000323808,designer,neutral,Casual,0
{pink},2000000614951,designer,neutral,Casual,0
{grey},2000000073143,designer,neutral,Casual,0
{grey},2000000733431,designer,neutral,Casual,0
"{black,yellow}",2000000600212,designer,neutral,Casual,0
"{beige,white}",2000001090211,designer,neutral,Formal,0
{white},2000000730134,mid,neutral,Casual,0
"{green,grey}",2000000243416,designer,neutral,Casual,0
{white},2000000580936,designer,neutral,Casual,0
"{blue,black}",2000000680947,designer,neutral,Casual,0
{white},2000000803853,designer,neutral,Casual,0
"{black,brown}",2000000370575,designer,neutral,Casual,0
{grey},2000000018443,designer,neutral,Casual,0
{black},2000000756948,designer,neutral,Casual,0
"{black,brown}",2000000214175,designer,neutral,Casual,0
"{Cyan,Blue}",2000000064804,designer,neutral,Casual,0
{grey},2000000350690,designer,neutral,Casual,0
{white},2000000581123,designer,neutral,Casual,0
{red},2000000005386,designer,neutral,Casual,0
{black},2000000254929,mid,neutral,Casual,0
"{black,grey}",2000000015026,designer,neutral,Casual,0
"{grey,white}",2000000146605,designer,neutral,Casual,0
{blue},2000000362074,designer,neutral,Casual,0
{brown},2000000816942,designer,neutral,Casual,0
"{cyan,green}",2000000234198,designer,loud,Casual,0
{black},2000000740222,designer,neutral,Casual,0
"{blue,green}",2000000568395,designer,neutral,Casual,0
"{brown,purple}",2000000345160,designer,neutral,Casual,0
"{grey,cyan,purple,green,blue}",2000000201935,designer,loud,Casual,0
"{purple,black}",2000000185569,mid,neutral,Casual,0
"{beige,black}",2000000144090,designer,neutral,Casual,0
{beige},2000000692198,designer,neutral,Casual,0
{white},2000000340466,designer,neutral,Casual,0
"{grey,beige}",2000000559093,designer,neutral,Casual,0
"{beige,grey}",2000000360564,mid,neutral,Casual,0
{black},2000000025386,designer,neutral,Casual,0
"{black,beige}",2000000035842,mid,neutral,Casual,0
{grey},2000000729790,designer,neutral,Casual,0
{black},2000000626130,designer,neutral,Casual,0
"{black,beige}",2000000044212,designer,neutral,Casual,0
"{white,grey,black,blue}",2000000854369,designer,neutral,Casual,0
{beige},2000000116629,designer,neutral,Casual,0
"{blue,black,grey}",2000000475538,designer,neutral,Casual,0
{black},2000000280607,designer,neutral,Casual,0
"{pink,beige}",2000000259777,designer,neutral,Casual,0
"{black,pink}",2000000661060,designer,neutral,Casual,0
"{black,brown}",2000000385015,designer,neutral,Formal,0
{white},2000000303383,designer,neutral,Formal,0
{beige},2000000697061,mid,neutral,Casual,0
{black},2000000826510,mid,neutral,Casual,0
"{beige,brown,purple}",2000000083093,designer,neutral,Casual,0
"{blue,grey}",2000000030148,designer,neutral,Casual,0
{white},2000000949754,designer,neutral,Business,0
{green},2000000983050,designer,neutral,Casual,0
{beige},2000000546605,designer,neutral,Casual,0
{green},2000000991240,designer,neutral,Casual,0
"{black,grey}",2000000665151,designer,neutral,Casual,0
"{grey,Brown}",2000000061469,designer,neutral,Casual,0
"{black,brown}",2000000410478,designer,neutral,Casual,0
"{Black,Brown,grey}",2000000143278,designer,neutral,Casual,0
"{purple,cyan}",2000000807053,designer,loud,Casual,0
{black},2000000744951,designer,neutral,Casual,0
{black},2000000579664,mid,neutral,Casual,0
{black},2000000602304,designer,neutral,Casual,0
{beige},2000000680312,designer,neutral,Casual,0
"{black,grey}",2000000227158,designer,neutral,Casual,0
"{white,beige}",2000000297394,designer,neutral,Casual,0
"{black,grey}",2000000548299,designer,neutral,Casual,0
"{black,grey}",2000000985082,mid,neutral,Casual,0
"{beige,brown}",2000000021177,designer,neutral,Casual,0
{grey},2000000174158,designer,neutral,Casual,0
{white},2000000597222,designer,neutral,Casual,0
"{black,beige}",2000000228726,designer,neutral,Casual,0
{grey},2000000520902,designer,neutral,Casual,0
"{grey,beige}",2000000314898,designer,neutral,Casual,0
"{white,beige}",2000000584681,designer,neutral,Casual,0
"{grey,beige}",2000000655295,mid,neutral,Casual,0
{black},2000000182563,designer,neutral,Casual,0
"{blue,beige}",2000000288049,designer,neutral,Casual,0
{grey},2000000320319,designer,neutral,Casual,0
{black},2000000214385,designer,neutral,Casual,0
{black},2000001120338,designer,neutral,Casual,0
"{beige,grey}",2000000041564,designer,neutral,Formal,0
{brown},2000000353807,designer,neutral,Casual,0
"{beige,brown}",2000000855341,designer,neutral,Casual,0
"{black,brown}",2000000179866,designer,neutral,Casual,0
"{purple,blue}",2000000574453,designer,neutral,Casual,0
"{beige,brown}",2000000147681,designer,neutral,Casual,0
"{Black,Blue,grey,Brown}",2000000165245,designer,neutral,Casual,0
"{white,purple,black,grey}",2000000136995,designer,neutral,Casual,0
"{purple,blue,brown,beige,cyan}",2000000174799,designer,loud,Casual,0
"{black,grey}",2000000782983,designer,neutral,Formal,0
{black},2000000284818,designer,neutral,Casual,0
"{blue,black}",2000000181602,mid,neutral,Casual,0
{grey},2000000561726,designer,neutral,Formal,0
{grey},2000000331288,designer,neutral,Casual,0
"{black,grey}",2000000164462,designer,neutral,Casual,0
"{black,white}",2000000168039,mid,neutral,Casual,0
{black},2000000416711,designer,neutral,Casual,0
{black},2000000340245,designer,neutral,Casual,0
{grey},2000000854099,designer,neutral,Casual,0
"{yellow,beige}",2000000686814,designer,neutral,Formal,0
{black},2000000190600,designer,neutral,Formal,0
{blue},2000000753541,designer,neutral,Casual,0
"{purple,blue}",2000000130066,designer,neutral,Formal,0
{cyan},2000000187246,mid,neutral,Casual,0
"{Brown,Black}",2000000146172,designer,neutral,Casual,0
{white},2000000721271,designer,neutral,"Casual,Formal",0
"{Beige,Brown,Pink,Cyan,Purple,Yellow}",2000000067414,designer,loud,Casual,0
"{beige,green}",2000000986982,designer,neutral,Casual,0
"{yellow,grey}",2000000221522,designer,neutral,Casual,0
"{black,beige}",2000000377321,designer,neutral,Casual,0
{grey},2000000355757,designer,neutral,Casual,0
{beige},2000000161152,designer,neutral,Casual,0
{beige},2000000519413,designer,neutral,Casual,0
{brown},2000000356992,designer,neutral,Casual,0
{white},2000000833283,designer,neutral,Casual,0
{pink},2000000658647,designer,neutral,Casual,0
"{grey,beige}",2000000949110,designer,neutral,Formal,0
{black},2000000351531,mid,neutral,Casual,0
{grey},2000000352243,designer,neutral,Casual,0
"{grey,black}",2000000757874,mid,neutral,Casual,0
{black},2000000255426,mid,neutral,Casual,0
{white},2000000156837,mid,neutral,Casual,0
{grey},2000000158401,designer,neutral,Casual,0
"{cyan,purple}",2000000089867,designer,loud,Business,0
{beige},2000000071160,designer,neutral,Casual,0
"{Brown,grey}",2000000161308,designer,neutral,Casual,0
{black},2000000948061,designer,neutral,Casual,0
{black},2000000309672,designer,neutral,Casual,0
"{green,beige,pink}",2000000209198,designer,loud,Formal,0
,2000000235464,designer,neutral,Casual,0
{brown},2000000350396,designer,neutral,Casual,0
{purple},2000000948637,designer,neutral,Casual,0
{black},2000000165566,designer,neutral,Casual,0
{black},2000000732351,designer,neutral,Casual,0
"{beige,brown}",2000000008967,mid,neutral,Casual,0
{beige},2000000562893,designer,neutral,Casual,0
{beige},2000000811553,designer,neutral,Casual,0
"{grey,white}",2000000183265,designer,neutral,Casual,0
{black},2000000632033,designer,neutral,Casual,0
{black},2000000606585,designer,neutral,Formal,0
{grey},2000000257121,designer,neutral,Casual,0
{white},2000000245631,designer,neutral,Casual,0
{grey},2000000786089,designer,neutral,Casual,0
{grey},2000000065733,designer,neutral,Casual,0
{black},2000000561483,designer,neutral,Casual,0
{green},2000000406565,designer,neutral,Casual,0
{black},2000000982293,designer,neutral,Casual,0
"{purple,black}",2000000076844,designer,neutral,Casual,0
"{purple,blue}",2000000826789,designer,neutral,Casual,0
{beige},2000000318125,designer,neutral,Casual,0
{brown},2000000952553,designer,neutral,Casual,0
{black},2000000619612,designer,neutral,Formal,0
"{brown,grey,black}",2000000298554,designer,neutral,Casual,0
"{white,beige}",2000000705658,designer,neutral,Casual,0
{black},2000000091568,designer,neutral,Casual,0
"{brown,grey}",2000000109563,designer,neutral,Casual,0
{black},2000000732016,designer,neutral,Casual,0
"{beige,grey}",2000000813164,designer,neutral,Casual,0
{black},2000000803906,designer,neutral,Casual,0
{black},2000000664184,designer,neutral,Casual,0
{grey},2000000008573,designer,neutral,Casual,0
{black},2000000958206,designer,neutral,Casual,0
"{beige,black}",2000000282008,designer,neutral,Casual,0
{pink},2000000979943,designer,neutral,Casual,0
"{brown,black}",2000000759436,mid,neutral,Casual,0
{grey},2000000309564,designer,neutral,Casual,0
"{white,blue,black}",2000000141339,designer,neutral,Casual,0
"{beige,brown}",2000000335042,designer,neutral,Formal,0
"{black,purple}",2000000835921,mid,neutral,Casual,0
"{black,green}",2000000041136,designer,neutral,Casual,0
{white},2000000156203,designer,neutral,Casual,0
"{purple,beige}",2000000069552,designer,neutral,Casual,0
{grey},2000000564864,designer,neutral,Casual,0
{black},2000000477294,designer,neutral,Casual,0
{black},2000000270981,designer,neutral,Casual,0
"{black,grey}",2000000323591,mid,neutral,Casual,0
"{white,grey}",2000000835512,designer,neutral,Casual,0
"{black,brown,beige,blue}",2000000235046,designer,neutral,Casual,0
"{black,cyan}",2000000975045,designer,neutral,Casual,0
{green},2000000234416,mid,neutral,Casual,0
"{brown,green}",2000000553986,mid,neutral,Casual,0
{beige},2000000836277,designer,neutral,Casual,0
"{blue,cyan}",2000000222350,designer,neutral,Formal,0
{pink},2000000815016,designer,neutral,"Business,Casual",0
{black},2000000659421,designer,neutral,Casual,0
"{Black,Brown}",2000000058465,designer,neutral,Casual,0
"{grey,black}",2000000359756,designer,neutral,Casual,0
{beige},2000000211190,designer,neutral,Casual,0
{brown},2000000293586,designer,neutral,Casual,0
{black},2000000537105,mid,neutral,Casual,0
{black},2000000396006,mid,neutral,Casual,0
{grey},2000000507609,designer,neutral,Casual,0
"{grey,black}",2000000789748,designer,neutral,Casual,0
"{beige,brown}",2000000026186,designer,neutral,Casual,0
"{brown,beige,grey,black}",2000000340500,designer,neutral,Casual,0
"{white,grey}",2000000774206,designer,neutral,Casual,0
{brown},2000000118049,mid,neutral,Casual,0
{grey},2000000439429,mid,neutral,Casual,0
{brown},2000000178069,designer,neutral,Casual,0
{brown},2000000697887,designer,neutral,Casual,0
{black},2000000987924,designer,neutral,Casual,0
{black},2000000382789,designer,neutral,Casual,0
{grey},2000000244498,designer,neutral,Formal,0
"{white,beige}",2000000688557,designer,neutral,Casual,0
"{white,grey}",2000000675497,designer,neutral,Formal,0
{grey},2000000174233,designer,neutral,Casual,0
"{white,yellow}",2000000707954,designer,neutral,Casual,0
"{red,black}",2000000618476,designer,neutral,Formal,0
{beige},2000000297013,designer,neutral,Casual,0
{grey},2000000736006,designer,neutral,Casual,0
"{beige,brown}",2000000208711,designer,neutral,Casual,0
{white},2000000586550,designer,neutral,Casual,0
{blue},2000000770574,designer,neutral,Casual,0
{black},2000000943641,designer,neutral,Casual,0
{black},2000000304213,designer,neutral,Casual,0
{Beige},2000000160731,designer,neutral,Casual,0
{grey},2000000630117,designer,neutral,Casual,0
"{brown,white}",2000000344190,designer,neutral,Casual,0
{black},2000000762086,mid,neutral,Casual,0
"{black,white}",2000000527404,designer,neutral,Casual,0
{black},2000000681119,designer,neutral,Casual,0
{white},2000000568222,designer,neutral,Casual,0
{white},2000000800613,designer,neutral,Casual,0
{grey},2000000841825,designer,neutral,Casual,0
{black},2000000233514,designer,neutral,Casual,0
{brown},2000000976155,designer,neutral,Casual,0
"{black,beige}",2000000379942,designer,neutral,Casual,0
{black},2000000974025,designer,neutral,Casual,0
{black},2000000066339,designer,neutral,Casual,0
"{green,beige}",2000000269126,designer,neutral,Casual,0
"{White,grey}",2000000114351,designer,neutral,Casual,0
{black},2000000215784,designer,neutral,Casual,0
"{yellow,brown}",2000000210966,designer,neutral,Casual,0
{white},2000000943962,designer,neutral,Casual,0
{black},2000000620404,designer,neutral,Casual,0
{white},2000000765851,designer,neutral,Casual,0
"{beige,brown}",2000000725037,designer,neutral,Casual,0
"{cyan,beige,brown}",2000000740440,designer,neutral,Casual,0
{black},2000000813156,designer,neutral,Casual,0
{beige},2000000332125,designer,neutral,Casual,0
{black},2000000797946,designer,neutral,Casual,0
{grey},2000000333401,designer,neutral,Casual,0
{black},2000000605515,designer,neutral,Casual,0
{white},2000000722776,designer,neutral,Casual,0
"{black,green,cyan}",2000000961766,designer,loud,Casual,0
{white},2000000124644,mid,neutral,Casual,0
"{black,brown,beige}",2000000174679,mid,neutral,Casual,0
"{black,grey}",2000000152533,designer,neutral,Casual,0
{grey},2000000413982,designer,neutral,Casual,0
,2000000231325,designer,neutral,Casual,0
"{beige,green}",2000000643993,mid,neutral,Casual,0
{black},2000000424309,designer,neutral,Casual,0
"{brown,beige}",2000000428058,designer,neutral,Casual,0
"{black,white}",2000000030847,designer,neutral,Casual,0
{black},2000000338363,designer,neutral,Casual,0
"{beige,brown}",2000000707907,designer,neutral,Casual,0
"{purple,brown}",2000000337986,designer,neutral,Casual,0
{beige},2000000264526,designer,neutral,Casual,0
"{black,blue}",2000000777459,designer,neutral,Casual,0
"{black,beige,brown}",2000000123896,designer,neutral,Casual,0
{black},2000000702835,designer,neutral,Casual,0
{black},2000000796369,designer,neutral,Casual,0
{grey},2000000336509,designer,neutral,Casual,0
"{purple,blue,grey,beige,brown,red}",2000000172891,designer,loud,Casual,0
{black},2000000736563,mid,neutral,Casual,0
"{black,white}",2000000682975,designer,neutral,Casual,0
{white},2000000783042,designer,neutral,Casual,0
"{beige,green}",2000000599550,designer,neutral,Casual,0
{grey},2000000192949,designer,neutral,Casual,0
{brown},2000000778663,designer,neutral,Casual,0
{white},2000000683848,designer,neutral,Casual,0
{red},2000000728326,designer,neutral,Casual,0
"{grey,brown}",2000000381215,designer,neutral,Casual,0
"{red,pink}",2000000525285,designer,loud,Casual,0
"{grey,beige,brown}",2000000245136,designer,neutral,Casual,0
{black},2000000526453,designer,neutral,Casual,0
{pink},2000000987529,mid,neutral,Casual,0
{beige},2000000617338,mid,neutral,Casual,0
"{beige,brown}",2000000124770,designer,neutral,Casual,0
{grey},2000000576117,designer,neutral,Casual,0
{blue},2000000222238,designer,neutral,Casual,0
"{grey,brown}",2000000667982,designer,neutral,Casual,0
"{grey,white}",2000000718606,designer,neutral,Casual,0
{black},2000000169899,designer,neutral,Casual,0
"{pink,beige}",2000000074817,designer,neutral,Casual,0
"{grey,brown,green,purple,beige}",2000000028464,designer,loud,Casual,0
"{black,beige}",2000000857315,designer,neutral,Casual,0
{Black},2000000062753,designer,neutral,Casual,0
{grey},2000000845221,designer,neutral,Casual,0
"{grey,black}",2000000058593,mid,neutral,Casual,0
{yellow},2000000176857,designer,neutral,Casual,0
{black},2000000377159,mid,neutral,Casual,0
"{black,grey}",2000000617199,designer,neutral,Casual,0
"{white,grey,brown}",2000000154261,mid,neutral,Casual,0
"{black,grey}",2000000092756,mid,neutral,Casual,0
{black},2000000971879,designer,neutral,Casual,0
{white},2000000815512,designer,neutral,Casual,0
"{black,brown,grey}",2000000062013,designer,neutral,Casual,0
{black},2000000232516,designer,neutral,Casual,0
"{blue,green}",2000000846056,designer,neutral,Casual,0
"{grey,beige}",2000000199244,designer,neutral,Casual,0
"{brown,beige}",2000000786573,designer,neutral,Casual,0
{brown},2000000111863,designer,neutral,Formal,0
"{red,white}",2000000232203,designer,neutral,Casual,0
"{black,grey}",2000000226749,mid,neutral,Casual,0
{white},2000000228490,designer,neutral,Casual,0
{black},2000000062147,designer,neutral,Casual,0
"{beige,brown}",2000000741649,designer,neutral,Casual,0
"{Black,Brown,grey}",2000000092351,designer,neutral,Casual,0
{blue},2000000538871,designer,neutral,Casual,0
{grey},2000000731816,designer,neutral,Casual,0
"{beige,green}",2000000140727,mid,neutral,Casual,0
"{cyan,grey}",2000000018079,mid,neutral,Casual,0
{grey},2000000662485,designer,neutral,Casual,0
{pink},2000000987506,designer,neutral,Casual,0
{beige},2000000330329,designer,neutral,Casual,0
"{grey,black,Black}",2000000171958,mid,neutral,Casual,0
{white},2000000351265,designer,neutral,Casual,0
"{grey,brown}",2000000219853,designer,neutral,Casual,0
"{black,brown,grey}",2000000146531,designer,neutral,Casual,0
{grey},2000000519249,designer,neutral,Casual,0
"{black,grey}",2000000183946,mid,neutral,Casual,0
{cyan},2000000809387,mid,neutral,Casual,0
{black},2000000411001,designer,neutral,Casual,0
{black},2000000280649,designer,neutral,Casual,0
{red},2000000224668,designer,neutral,Casual,0
"{beige,red}",2000000580695,designer,neutral,Casual,0
"{white,beige}",2000000113355,designer,neutral,Casual,0
{black},2000000774189,designer,neutral,Casual,0
"{grey,green}",2000000217177,designer,neutral,Casual,0
{brown},2000000003957,mid,neutral,Casual,0
{black},2000000141512,designer,neutral,"Business,Casual",0
{black},2000000737601,mid,neutral,Casual,0
{grey},2000000598402,designer,neutral,Casual,0
"{black,grey}",2000000958205,designer,neutral,Casual,0
{black},2000000741725,designer,neutral,Casual,0
{red},2000000849298,designer,neutral,Casual,0
{purple},2000000737115,designer,neutral,Casual,0
"{beige,orange,pink}",2000000136956,designer,loud,Casual,0
"{black,brown}",2000000430554,designer,neutral,Casual,0
"{beige,brown}",2000000168046,designer,neutral,Formal,0
"{brown,beige}",2000000279627,designer,neutral,Casual,0
{grey},2000000697181,designer,neutral,Casual,0
"{black,beige}",2000000537093,designer,neutral,Casual,0
"{grey,black}",2000000948095,designer,neutral,Casual,0
"{black,cyan}",2000000850559,designer,neutral,Casual,0
{cyan},2000000288204,mid,neutral,Casual,0
{beige},2000000012384,designer,neutral,Casual,0
{pink},2000000761927,designer,neutral,Casual,0
"{black,grey}",2000000711132,designer,neutral,Casual,0
{beige},2000000218583,designer,neutral,Casual,0
{red},2000000583353,designer,neutral,Casual,0
{beige},2000000158765,designer,neutral,Casual,0
"{brown,beige}",2000000679609,designer,neutral,Casual,0
{black},2000000534284,designer,neutral,Casual,0
{white},2000000311521,designer,neutral,Casual,0
"{white,brown}",2000000974373,designer,neutral,Formal,0
{black},2000000029057,designer,neutral,Casual,0
{brown},2000000654093,designer,neutral,Casual,0
{beige},2000000843437,designer,neutral,Casual,0
"{black,beige}",2000000212513,designer,neutral,Casual,0
"{brown,beige}",2000000300488,designer,neutral,Casual,0
"{grey,black}",2000000583521,designer,neutral,Casual,0
{black},2000000088367,mid,neutral,Casual,0
"{grey,white}",2000000652299,designer,neutral,Casual,0
{black},2000000664224,designer,neutral,Casual,0
"{black,grey}",2000000650828,designer,neutral,Casual,0
{black},2000000477314,designer,neutral,Casual,0
"{orange,beige}",2000000294513,designer,neutral,Casual,0
"{beige,black}",2000000666360,designer,neutral,Casual,0
{black},2000000414085,designer,neutral,Casual,0
"{black,grey}",2000000351772,designer,neutral,Casual,0
"{pink,beige}",2000000418315,designer,neutral,Casual,0
{black},2000000706526,designer,neutral,Casual,0
{grey},2000000341534,designer,neutral,Casual,0
"{black,grey}",2000000847738,designer,neutral,Casual,0
"{brown,black}",2000000797199,designer,neutral,Casual,0
{black},2000000799026,designer,neutral,Casual,0
{black},2000000528912,designer,neutral,Casual,0
{black},2000000638658,designer,neutral,Casual,0
{beige},2000000569620,designer,neutral,Casual,0
{grey},2000000718917,designer,neutral,Casual,0
{black},2000000831578,designer,neutral,Casual,0
{grey},2000000190264,designer,neutral,Casual,0
"{grey,beige,brown,green}",2000000061725,designer,neutral,Casual,0
"{beige,grey}",2000000133466,designer,neutral,Casual,0
{black},2000000385257,designer,neutral,Casual,0
{black},2000000107374,designer,neutral,Casual,0
{white},2000000695564,designer,neutral,Casual,0
"{black,brown}",2000000763198,designer,neutral,Casual,0
"{black,grey}",2000000815873,designer,neutral,Casual,0
{black},2000000567015,designer,neutral,Athletic,0
"{black,grey}",2000000202089,designer,neutral,Casual,0
{pink},2000000799866,designer,neutral,Casual,0
{black},2000000651454,designer,neutral,Casual,0
"{grey,black}",2000000752041,designer,neutral,Casual,0
"{beige,brown}",2000000331769,designer,neutral,Casual,0
{black},2000000024838,designer,neutral,Casual,0
{black},2000000234650,designer,neutral,Casual,0
"{black,grey}",2000000689998,designer,neutral,Casual,0
{grey},2000000274370,designer,neutral,Casual,0
{black},2000001123978,designer,neutral,Casual,0
"{black,brown}",2000000337295,designer,neutral,Casual,0
"{brown,black}",2000000272391,designer,neutral,Casual,0
{black},2000000625953,designer,neutral,Casual,0
"{brown,beige}",2000000706808,designer,neutral,Casual,0
{cyan},2000000682944,designer,neutral,Casual,0
